AT2G45130.1 | Symbols: ATSPX3, SPX3 | SPX domain gene 3 | chr2:18606489-18607754 FORWARD LENGTH=245
AT2G42520.1 | Symbols: | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr2:17705382-17708744 FORWARD LENGTH=633
AT1G16030.1 | Symbols: Hsp70b | heat shock protein 70B | chr1:5502386-5504326 REVERSE LENGTH=646
AT3G04120.1 | Symbols: GAPC, GAPC-1, GAPC1 | glyceraldehyde-3-phosphate dehydrogenase C subunit 1 | chr3:1081077-1083131 FORWARD LENGTH=338
AT4G35630.1 | Symbols: PSAT | phosphoserine aminotransferase | chr4:16904205-16905497 FORWARD LENGTH=430
AT1G55490.1 | Symbols: CPN60B, LEN1 | chaperonin 60 beta | chr1:20715717-20718673 REVERSE LENGTH=600
AT1G64880.1 | Symbols: | Ribosomal protein S5 family protein | chr1:24105713-24108780 FORWARD LENGTH=515
AT3G44300.1 | Symbols: NIT2, AtNIT2 | nitrilase 2 | chr3:15983351-15985172 FORWARD LENGTH=339
AT2G21660.1 | Symbols: ATGRP7, CCR2, GR-RBP7, GRP7 | cold, circadian rhythm, and rna binding 2 | chr2:9265477-9266316 REVERSE LENGTH=176
AT2G39730.1 | Symbols: RCA | rubisco activase | chr2:16570951-16573345 REVERSE LENGTH=474
AT4G37800.1 | Symbols: XTH7 | xyloglucan endotransglucosylase/hydrolase 7 | chr4:17775703-17777372 REVERSE LENGTH=293
AT3G58570.1 | Symbols: | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr3:21657099-21660352 FORWARD LENGTH=646
AT4G20360.1 | Symbols: ATRAB8D, ATRABE1B, RABE1b | RAB GTPase homolog E1B | chr4:10990036-10991466 FORWARD LENGTH=476
AT1G35720.1 | Symbols: ANNAT1, OXY5, ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317
AT1G19480.1 | Symbols: | DNA glycosylase superfamily protein | chr1:6744520-6746144 FORWARD LENGTH=382
AT5G37720.1 | Symbols: ALY4 | ALWAYS EARLY 4 | chr5:14981805-14983978 REVERSE LENGTH=288
AT4G39260.1 | Symbols: CCR1, ATGRP8, GR-RBP8, GRP8 | cold, circadian rhythm, and RNA binding 1 | chr4:18274166-18274958 REVERSE LENGTH=169
AT2G28000.1 | Symbols: CPN60A, CH-CPN60A, SLP | chaperonin-60alpha | chr2:11926603-11929184 FORWARD LENGTH=586
AT1G18540.1 | Symbols: | Ribosomal protein L6 family protein | chr1:6377448-6378548 REVERSE LENGTH=233
AT5G09810.1 | Symbols: ACT7 | actin 7 | chr5:3052809-3054220 FORWARD LENGTH=377
AT1G76010.1 | Symbols: | Alba DNA/RNA-binding protein | chr1:28528505-28530488 REVERSE LENGTH=350
AT1G07920.1 | Symbols: | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449
ATCG00490.1 | Symbols: RBCL | ribulose-bisphosphate carboxylases | chrC:54958-56397 FORWARD LENGTH=479
ATCG00480.1 | Symbols: ATPB, PB | ATP synthase subunit beta | chrC:52660-54156 REVERSE LENGTH=498
AT1G29910.1 | Symbols: CAB3, AB180, LHCB1.2 | chlorophyll A/B binding protein 3 | chr1:10472443-10473246 REVERSE LENGTH=267
AT3G27830.1 | Symbols: RPL12-A, RPL12 | ribosomal protein L12-A | chr3:10318576-10319151 FORWARD LENGTH=191
AT1G20220.1 | Symbols: | Alba DNA/RNA-binding protein | chr1:7005090-7007285 REVERSE LENGTH=315
AT2G01250.1 | Symbols: | Ribosomal protein L30/L7 family protein | chr2:132943-134264 REVERSE LENGTH=242
AT1G71500.1 | Symbols: | Rieske (2Fe-2S) domain-containing protein | chr1:26936084-26937331 FORWARD LENGTH=287
AT1G65440.1 | Symbols: GTB1 | global transcription factor group B1 | chr1:24306945-24314327 REVERSE LENGTH=1647
AT2G04520.1 | Symbols: | Nucleic acid-binding, OB-fold-like protein | chr2:1574802-1575239 REVERSE LENGTH=145
AT3G23990.1 | Symbols: HSP60, HSP60-3B | heat shock protein 60 | chr3:8669013-8672278 FORWARD LENGTH=577
AT3G09630.1 | Symbols: | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=406
AT3G23450.1 | Symbols: | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 14 plant structures; EXPRESSED DURIN
AT2G43030.1 | Symbols: | Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271
AT3G15730.1 | Symbols: PLDALPHA1, PLD | phospholipase D alpha 1 | chr3:5330835-5333474 FORWARD LENGTH=810
AT2G29500.1 | Symbols: | HSP20-like chaperones superfamily protein | chr2:12633279-12633740 REVERSE LENGTH=153
AT2G41100.1 | Symbols: TCH3, ATCAL4 | Calcium-binding EF hand family protein | chr2:17138131-17139406 FORWARD LENGTH=324
AT4G35785.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr4:16953211-16955127 REVERSE LENGTH=238
AT1G53750.1 | Symbols: RPT1A | regulatory particle triple-A 1A | chr1:20065921-20068324 REVERSE LENGTH=426
AT2G05380.1 | Symbols: GRP3S | glycine-rich protein 3 short isoform | chr2:1966851-1967820 FORWARD LENGTH=116
AT3G44110.1 | Symbols: ATJ3, ATJ | DNAJ homologue 3 | chr3:15869115-15871059 REVERSE LENGTH=420
AT5G25980.1 | Symbols: TGG2, BGLU37 | glucoside glucohydrolase 2 | chr5:9072730-9075143 FORWARD LENGTH=467
AT1G26110.1 | Symbols: DCP5 | decapping 5 | chr1:9024616-9027556 REVERSE LENGTH=611
AT2G47610.1 | Symbols: | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr2:19529854-19531401 FORWARD LENGTH=257
AT1G04820.1 | Symbols: TUA4, TOR2 | tubulin alpha-4 chain | chr1:1356421-1358266 REVERSE LENGTH=450
AT5G22650.1 | Symbols: HD2B, HDT02, HDT2, ATHD2B, HDA4, HD2, ATHD2 | histone deacetylase 2B | chr5:7534120-7536054 FORWARD LENGTH=306
AT3G04840.1 | Symbols: | Ribosomal protein S3Ae | chr3:1329751-1331418 FORWARD LENGTH=262
AT2G36160.1 | Symbols: | Ribosomal protein S11 family protein | chr2:15169925-15171159 FORWARD LENGTH=150
AT3G58510.1 | Symbols: | DEA(D/H)-box RNA helicase family protein | chr3:21640608-21643464 FORWARD LENGTH=612
AT1G54270.1 | Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=412
AT3G08940.1 | Symbols: LHCB4.2 | light harvesting complex photosystem II | chr3:2717717-2718400 FORWARD LENGTH=227
AT5G01530.1 | Symbols: LHCB4.1 | light harvesting complex photosystem II | chr5:209084-210243 FORWARD LENGTH=290
AT1G04270.1 | Symbols: RPS15 | cytosolic ribosomal protein S15 | chr1:1141852-1142960 REVERSE LENGTH=152
AT5G17920.1 | Symbols: ATCIMS, ATMETS, ATMS1 | Cobalamin-independent synthase family protein | chr5:5935771-5939195 FORWARD LENGTH=765
ATCG00120.1 | Symbols: ATPA | ATP synthase subunit alpha | chrC:9938-11461 REVERSE LENGTH=507
AT5G09510.1 | Symbols: | Ribosomal protein S19 family protein | chr5:2955698-2956554 REVERSE LENGTH=152
AT5G50310.1 | Symbols: | Galactose oxidase/kelch repeat superfamily protein | chr5:20474562-20479281 FORWARD LENGTH=666
AT2G33800.1 | Symbols: | Ribosomal protein S5 family protein | chr2:14300925-14302352 REVERSE LENGTH=303
AT2G16940.1 | Symbols: | Splicing factor, CC1-like | chr2:7342869-7347052 REVERSE LENGTH=561
AT3G52930.1 | Symbols: | Aldolase superfamily protein | chr3:19627383-19628874 REVERSE LENGTH=358
AT1G16300.1 | Symbols: GAPCP-2 | glyceraldehyde-3-phosphate dehydrogenase of plastid 2 | chr1:5574433-5577406 FORWARD LENGTH=420
AT2G37190.1 | Symbols: | Ribosomal protein L11 family protein | chr2:15619559-15620059 REVERSE LENGTH=166
ATCG00770.1 | Symbols: RPS8 | ribosomal protein S8 | chrC:80068-80472 REVERSE LENGTH=134
AT5G39980.1 | Symbols: | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:16001036-16003072 REVERSE LENGTH=678
AT1G26880.1 | Symbols: | Ribosomal protein L34e superfamily protein | chr1:9315640-9316681 REVERSE LENGTH=120
AT3G14310.1 | Symbols: ATPME3, PME3 | pectin methylesterase 3 | chr3:4772214-4775095 REVERSE LENGTH=592
AT4G24280.1 | Symbols: cpHsc70-1 | chloroplast heat shock protein 70-1 | chr4:12590094-12593437 FORWARD LENGTH=718
AT3G06810.1 | Symbols: IBR3 | acyl-CoA dehydrogenase-related | chr3:2146534-2150654 FORWARD LENGTH=824
AT5G20290.1 | Symbols: | Ribosomal protein S8e family protein | chr5:6851695-6853012 REVERSE LENGTH=222
AT4G03620.1 | Symbols: | myosin heavy chain-related | chr4:1607040-1608665 REVERSE LENGTH=342
AT5G02530.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr5:564332-565776 REVERSE LENGTH=292
AT3G08580.1 | Symbols: AAC1 | ADP/ATP carrier 1 | chr3:2605706-2607030 REVERSE LENGTH=381
AT5G13490.1 | Symbols: AAC2 | ADP/ATP carrier 2 | chr5:4336034-4337379 FORWARD LENGTH=385
AT3G53740.1 | Symbols: | Ribosomal protein L36e family protein | chr3:19913921-19914813 REVERSE LENGTH=103
AT1G56070.1 | Symbols: LOS1 | Ribosomal protein S5/Elongation factor G/III/V family protein | chr1:20968245-20971077 REVERSE LENGTH=843
AT2G38530.1 | Symbols: LTP2, LP2, cdf3 | lipid transfer protein 2 | chr2:16128481-16128948 FORWARD LENGTH=118
AT3G13570.1 | Symbols: SCL30A, At-SCL30A | SC35-like splicing factor 30A | chr3:4429564-4431602 REVERSE LENGTH=262
AT2G24590.1 | Symbols: RSZ22a, At-RSZ22a | RNA recognition motif and CCHC-type zinc finger domains containing protein | chr2:10449837-10450860 FORWARD LENGTH=196
AT5G60170.1 | Symbols: | RNA binding (RRM/RBD/RNP motifs) family protein | chr5:24228178-24232394 FORWARD LENGTH=985
AT4G10340.1 | Symbols: LHCB5 | light harvesting complex of photosystem II 5 | chr4:6408200-6409496 FORWARD LENGTH=280
AT3G03780.1 | Symbols: ATMS2, MS2 | methionine synthase 2 | chr3:957602-960740 FORWARD LENGTH=765
AT3G57560.1 | Symbols: NAGK | N-acetyl-l-glutamate kinase | chr3:21311164-21312207 REVERSE LENGTH=347
AT2G22795.1 | Symbols: | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 799854 Blast hits to 188815 proteins in 4452 species: Archae - 4529; Bacteria - 14
AT1G19880.1 | Symbols: | Regulator of chromosome condensation (RCC1) family protein | chr1:6900648-6903818 REVERSE LENGTH=538
AT1G18550.1 | Symbols: | ATP binding microtubule motor family protein | chr1:6381656-6384340 REVERSE LENGTH=725
AT3G04450.1 | Symbols: | Homeodomain-like superfamily protein | chr3:1184302-1186264 FORWARD LENGTH=442
AT4G02520.1 | Symbols: ATGSTF2, ATPM24.1, ATPM24, GST2, GSTF2 | glutathione S-transferase PHI 2 | chr4:1110673-1111531 REVERSE LENGTH=212
AT1G58380.1 | Symbols: XW6 | Ribosomal protein S5 family protein | chr1:21689115-21690085 FORWARD LENGTH=284
AT2G45440.1 | Symbols: DHDPS2 | dihydrodipicolinate synthase | chr2:18731294-18732867 FORWARD LENGTH=365
AT3G22110.1 | Symbols: PAC1 | 20S proteasome alpha subunit C1 | chr3:7792819-7793571 REVERSE LENGTH=250
AT3G23980.1 | Symbols: BLI, KOS1 | BLISTER | chr3:8662818-8667440 REVERSE LENGTH=714
AT5G25020.1 | Symbols: | Protein of unknown function (DUF1336) | chr5:8618567-8619465 FORWARD LENGTH=269
AT5G24740.1 | Symbols: | Protein of unknown function (DUF1162) | chr5:8470073-8489703 REVERSE LENGTH=3464
ATCG00900.1 | Symbols: RPS7.1, RPS7 | Ribosomal protein S7p/S5e family protein | chrC:97478-97945 REVERSE LENGTH=155
AT1G71080.1 | Symbols: | RNA polymerase II transcription elongation factor | chr1:26809987-26811645 REVERSE LENGTH=326
AT1G09070.1 | Symbols: SRC2, (AT)SRC2 | soybean gene regulated by cold-2 | chr1:2927767-2928741 FORWARD LENGTH=324
AT2G16060.1 | Symbols: GLB1, AHB1, ARATH GLB1, NSHB1, ATGLB1, HB1 | hemoglobin 1 | chr2:6982782-6983522 REVERSE LENGTH=160
AT4G16720.1 | Symbols: | Ribosomal protein L23/L15e family protein | chr4:9400156-9401315 REVERSE LENGTH=204
AT1G20620.1 | Symbols: CAT3, SEN2, ATCAT3 | catalase 3 | chr1:7143142-7146193 FORWARD LENGTH=492
AT5G19420.1 | Symbols: | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr5:6547945-6552866 REVERSE LENGTH=1105
AT1G76260.1 | Symbols: DWA2 | DWD (DDB1-binding WD40 protein) hypersensitive to ABA 2 | chr1:28610363-28612998 FORWARD LENGTH=350
AT1G23230.1 | Symbols: | CONTAINS InterPro DOMAIN/s: Mediator complex subunit Med23 (InterPro:IPR021629); Has 187 Blast hits to 184 proteins in 67 species: Archae - 0; Bacteria - 0; Metazoa - 135; Fungi - 0;
AT2G40510.1 | Symbols: | Ribosomal protein S26e family protein | chr2:16918506-16919623 FORWARD LENGTH=133
AT2G29090.1 | Symbols: CYP707A2 | cytochrome P450, family 707, subfamily A, polypeptide 2 | chr2:12495038-12499080 REVERSE LENGTH=482
AT3G12280.1 | Symbols: RBR1, RBR, RB, ATRBR1, RB1 | retinoblastoma-related 1 | chr3:3913671-3918433 REVERSE LENGTH=1013
AT2G33410.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr2:14156085-14157435 FORWARD LENGTH=404
AT3G54990.1 | Symbols: SMZ | Integrase-type DNA-binding superfamily protein | chr3:20373718-20376522 REVERSE LENGTH=346
AT5G20830.1 | Symbols: SUS1, ASUS1, atsus1 | sucrose synthase 1 | chr5:7050599-7054032 REVERSE LENGTH=808
AT5G06850.1 | Symbols: | C2 calcium/lipid-binding plant phosphoribosyltransferase family protein | chr5:2127200-2129584 REVERSE LENGTH=794
AT1G67700.1 | Symbols: | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; E
AT3G10820.2 | Symbols: | Transcription elongation factor (TFIIS) family protein | chr3:3387358-3390693 FORWARD LENGTH=580
AT1G49360.1 | Symbols: | F-box family protein | chr1:18267338-18269423 REVERSE LENGTH=481
AT5G65500.1 | Symbols: | U-box domain-containing protein kinase family protein | chr5:26181093-26183997 REVERSE LENGTH=791
AT1G43800.1 | Symbols: | Plant stearoyl-acyl-carrier-protein desaturase family protein | chr1:16577662-16579549 FORWARD LENGTH=391
AT1G02920.1 | Symbols: ATGSTF7, GST11, ATGSTF8, GSTF7, ATGST11 | glutathione S-transferase 7 | chr1:658886-659705 REVERSE LENGTH=209
AT4G29080.1 | Symbols: PAP2, IAA27 | phytochrome-associated protein 2 | chr4:14323665-14325213 REVERSE LENGTH=305
AT5G44930.1 | Symbols: ARAD2 | Exostosin family protein | chr5:18140626-18142144 REVERSE LENGTH=443
AT1G21500.1 | Symbols: | unknown protein; Has 29 Blast hits to 29 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 2; Plants - 27; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
AT1G43170.1 | Symbols: ARP1, emb2207, RPL3A, RP1 | ribosomal protein 1 | chr1:16266992-16268631 FORWARD LENGTH=389
AT2G26820.1 | Symbols: ATPP2-A3, PP2-A3 | phloem protein 2-A3 | chr2:11437808-11442199 FORWARD LENGTH=463
AT3G55740.1 | Symbols: PROT2, ATPROT2 | proline transporter 2 | chr3:20695786-20698157 FORWARD LENGTH=439
AT4G25630.1 | Symbols: FIB2, ATFIB2 | fibrillarin 2 | chr4:13074239-13076205 FORWARD LENGTH=320
AT2G25730.1 | Symbols: | unknown protein; Has 157 Blast hits to 144 proteins in 62 species: Archae - 0; Bacteria - 0; Metazoa - 101; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BL
AT1G55120.1 | Symbols: ATFRUCT5, AtcwINV3, FRUCT5 | beta-fructofuranosidase 5 | chr1:20566617-20569165 FORWARD LENGTH=594
AT1G64140.1 | Symbols: | BEST Arabidopsis thaliana protein match is: loricrin-related (TAIR:AT5G64550.1); Has 3596 Blast hits to 2004 proteins in 150 species: Archae - 0; Bacteria - 54; Metazoa - 1597; Fungi
AT1G57720.1 | Symbols: | Translation elongation factor EF1B, gamma chain | chr1:21377873-21380114 FORWARD LENGTH=413
AT2G37270.1 | Symbols: ATRPS5B, RPS5B | ribosomal protein 5B | chr2:15647883-15649042 REVERSE LENGTH=207
AT3G15980.1 | Symbols: | Coatomer, beta' subunit | chr3:5411699-5418313 REVERSE LENGTH=909
AT1G60830.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr1:22395058-22395603 REVERSE LENGTH=111
AT5G47210.2 | Symbols: | Hyaluronan / mRNA binding family | chr5:19169155-19171012 REVERSE LENGTH=305
AT1G33120.1 | Symbols: | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194
AT3G14170.1 | Symbols: | Plant protein of unknown function (DUF936) | chr3:4696115-4697989 REVERSE LENGTH=505
AT2G18020.1 | Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258
ATCG00820.1 | Symbols: RPS19 | ribosomal protein S19 | chrC:84005-84283 REVERSE LENGTH=92
AT1G13920.1 | Symbols: | Remorin family protein | chr1:4758188-4759754 FORWARD LENGTH=345
AT3G23600.1 | Symbols: | alpha/beta-Hydrolases superfamily protein | chr3:8473833-8475655 FORWARD LENGTH=239
AT5G46420.1 | Symbols: | 16S rRNA processing protein RimM family | chr5:18829999-18832893 FORWARD LENGTH=653
AT3G48730.1 | Symbols: GSA2 | glutamate-1-semialdehyde 2,1-aminomutase 2 | chr3:18049697-18051550 FORWARD LENGTH=472
AT3G51320.1 | Symbols: | Pentatricopeptide repeat (PPR) superfamily protein | chr3:19049853-19051445 REVERSE LENGTH=530
AT4G27190.1 | Symbols: | NB-ARC domain-containing disease resistance protein | chr4:13620977-13623934 REVERSE LENGTH=985
AT5G17320.1 | Symbols: HDG9 | homeodomain GLABROUS 9 | chr5:5703380-5707637 REVERSE LENGTH=718
AT4G08550.1 | Symbols: | electron carriers;protein disulfide oxidoreductases | chr4:5444345-5446825 FORWARD LENGTH=637
AT4G23220.1 | Symbols: CRK14 | cysteine-rich RLK (RECEPTOR-like protein kinase) 14 | chr4:12154091-12157091 REVERSE LENGTH=728
AT5G43960.1 | Symbols: | Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain | chr5:17689154-17691653 REVERSE LENGTH=450
AT5G06670.1 | Symbols: | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:2048243-2055019 REVERSE LENGTH=986
AT2G13560.1 | Symbols: NAD-ME1 | NAD-dependent malic enzyme 1 | chr2:5650089-5655103 FORWARD LENGTH=623
AT1G12900.1 | Symbols: GAPA-2 | glyceraldehyde 3-phosphate dehydrogenase A subunit 2 | chr1:4392634-4394283 REVERSE LENGTH=399
AT5G04930.1 | Symbols: ALA1 | aminophospholipid ATPase 1 | chr5:1445509-1449568 FORWARD LENGTH=1158
AT2G17360.1 | Symbols: | Ribosomal protein S4 (RPS4A) family protein | chr2:7546598-7548138 FORWARD LENGTH=261
AT3G43220.1 | Symbols: | Phosphoinositide phosphatase family protein | chr3:15197123-15202653 REVERSE LENGTH=818
AT5G09950.1 | Symbols: | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:3102877-3105864 REVERSE LENGTH=995
AT4G26220.1 | Symbols: | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:13284179-13285146 FORWARD LENGTH=232
AT5G45690.1 | Symbols: | Protein of unknown function (DUF1264) | chr5:18535139-18536259 REVERSE LENGTH=247
AT4G33410.1 | Symbols: ATSPPL1, SPPL1 | SIGNAL PEPTIDE PEPTIDASE-LIKE 1 | chr4:16081640-16083119 FORWARD LENGTH=372
AT5G61550.1 | Symbols: | U-box domain-containing protein kinase family protein | chr5:24748325-24751558 FORWARD LENGTH=845
AT3G16760.1 | Symbols: | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:5703213-5705080 FORWARD LENGTH=475
AT3G23310.1 | Symbols: | AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein | chr3:8339799-8343355 FORWARD LENGTH=568
AT3G50040.1 | Symbols: | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37440.2); Has 70 Blast hits to 70 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0;
AT1G13020.1 | Symbols: EIF4B2 | eukaryotic initiation factor 4B2 | chr1:4440927-4443520 REVERSE LENGTH=549
AT5G24690.1 | Symbols: | Protein of unknown function (DUF3411) | chr5:8455783-8458513 REVERSE LENGTH=521
AT4G04640.1 | Symbols: ATPC1 | ATPase, F1 complex, gamma subunit protein | chr4:2350761-2351882 REVERSE LENGTH=373
AT3G16250.1 | Symbols: NDF4 | NDH-dependent cyclic electron flow 1 | chr3:5507091-5508320 REVERSE LENGTH=204
AT1G27180.1 | Symbols: | disease resistance protein (TIR-NBS-LRR class), putative | chr1:9439859-9445818 FORWARD LENGTH=1556
AT3G26935.1 | Symbols: | DHHC-type zinc finger family protein | chr3:9933001-9935218 REVERSE LENGTH=443
AT1G20570.1 | Symbols: | Spc97 / Spc98 family of spindle pole body (SBP) component | chr1:7122018-7126559 REVERSE LENGTH=976
AT4G27240.1 | Symbols: | zinc finger (C2H2 type) family protein | chr4:13640160-13641640 FORWARD LENGTH=431
AT3G52890.1 | Symbols: KIPK | KCBP-interacting protein kinase | chr3:19609150-19612032 FORWARD LENGTH=934
AT2G36980.1 | Symbols: | Tetratricopeptide repeat (TPR)-like superfamily protein | chr2:15531161-15533038 FORWARD LENGTH=625
AT3G23820.1 | Symbols: GAE6 | UDP-D-glucuronate 4-epimerase 6 | chr3:8603645-8605027 FORWARD LENGTH=460
AT1G12930.1 | Symbols: | ARM repeat superfamily protein | chr1:4398588-4405495 REVERSE LENGTH=1005
AT2G20590.1 | Symbols: | Reticulon family protein | chr2:8867243-8869166 REVERSE LENGTH=431
AT5G51460.1 | Symbols: ATTPPA | Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr5:20902266-20904292 FORWARD LENGTH=385
AT1G29170.1 | Symbols: WAVE2, ATSCAR3, SCAR3 | SCAR family protein | chr1:10190352-10194900 REVERSE LENGTH=1020
AT3G59410.1 | Symbols: GCN2 | protein kinase family protein | chr3:21950575-21959151 FORWARD LENGTH=1241
AT5G59930.1 | Symbols: | Cysteine/Histidine-rich C1 domain family protein | chr5:24134526-24136496 FORWARD LENGTH=656
AT2G37220.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr2:15634980-15636331 REVERSE LENGTH=289
AT5G19750.1 | Symbols: | Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein | chr5:6677124-6679127 FORWARD LENGTH=288
AT4G34370.1 | Symbols: ATARI1, ARI1 | RING/U-box superfamily protein | chr4:16434547-16437037 FORWARD LENGTH=597
AT1G19620.1 | Symbols: | unknown protein; Has 44 Blast hits to 24 proteins in 12 species: Archae - 0; Bacteria - 8; Metazoa - 22; Fungi - 0; Plants - 6; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).
AT5G22010.1 | Symbols: AtRFC1, RFC1 | replication factor C1 | chr5:7280632-7287037 REVERSE LENGTH=956
AT3G49210.1 | Symbols: | O-acyltransferase (WSD1-like) family protein | chr3:18238216-18241161 REVERSE LENGTH=518
AT3G29636.1 | Symbols: | transferase-related | chr3:11467964-11468857 REVERSE LENGTH=199
AT4G15660.1 | Symbols: | Thioredoxin superfamily protein | chr4:8925928-8926236 FORWARD LENGTH=102
AT3G18760.1 | Symbols: | Translation elongation factor EF1B/ribosomal protein S6 family protein | chr3:6457930-6459558 REVERSE LENGTH=139
AT1G02630.1 | Symbols: | Nucleoside transporter family protein | chr1:561007-562382 REVERSE LENGTH=389
AT5G23420.2 | Symbols: HMGB6 | high-mobility group box 6 | chr5:7888657-7890111 REVERSE LENGTH=157
AT5G50380.1 | Symbols: ATEXO70F1, EXO70F1 | exocyst subunit exo70 family protein F1 | chr5:20516382-20518433 REVERSE LENGTH=683
AT1G54490.1 | Symbols: AIN1, EIN5, XRN4, ATXRN4 | exoribonuclease 4 | chr1:20350300-20356650 FORWARD LENGTH=947
AT4G16180.2 | Symbols: | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; BEST Arabidopsis thaliana protein match is: unknown pr
AT1G54010.1 | Symbols: | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:20158854-20160747 REVERSE LENGTH=386
AT5G35530.1 | Symbols: | Ribosomal protein S3 family protein | chr5:13710355-13712192 REVERSE LENGTH=248
AT3G16630.1 | Symbols: ATKINESIN-13A, KINESIN-13A | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr3:5662660-5667261 REVERSE LENGTH=794
AT2G15130.1 | Symbols: | Plant basic secretory protein (BSP) family protein | chr2:6565154-6565831 FORWARD LENGTH=225
AT1G13190.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr1:4499633-4501354 FORWARD LENGTH=573
